label,comment_processed
1,第二次 刷 多点儿 没 毛病 建议 先 看看 龙门 渠道 了解 一下 相关 知识 感觉 会 更好 能够 纵观 石窟 整个 历史 
0,电子 导游 性价比 不高 景点 设置 服务 有待 考量 慕名 肯定 不会 
1,洛阳 白马寺 景区 天下 禅宗 第一 祖庭 值得 一游 
1,远 赴 人间 惊鸿 宴 老君山 吃 泡面 目前 月份 山顶 冷 风大 月份 下雪 会 更 美 
1,自驾 过去 门口 直接 进去 索道 一定 坐 没 山上 吃 饭店 买 泡面 实现 老君山 吃 泡面 夜景 美有 震撼 
1,一个 旅游 值得 地方 推荐 
1,中午 讲解 没约 景区 电话 前两天 打想 问下 讲解 情况 人工 没 接 
1,携程 买大 通票 游 老君山 真的 方便 老君山 景色 太美 不虚此行 
1,整体 玩 下来 不错 
1,景色 黄山 
1,景色 不错 值得 推荐 
1,建议 请个 讲解 分钟 完 看个 热闹 
1,白马寺 白马 经而 得名 白马寺 我国 第一座 官建 寺庙 始建 东汉 公元 年 历来 认为 我国 佛教 释源 寺庙 齐 天塔 我国 第一座 佛塔 始建 东汉 重修 于金代 白马寺 山门 建于 明代 两边 石狮 宋代 牌楼 写 天下第一 古刹 彰显 古刹 历史 地位 
0,说实话 导游 讲得 真 地少 趣味性 之前 问说 讲 分钟 左右 实际上 讲 分钟 样子 问 讲 分钟 得到 答案 加上 自行 游览 时间 达到 分钟 导游 讲得 一般般 个人 觉得 导游 费不太符 
1,不错 性价比 高 值得 购买 推荐 一下 再接再厉 说 道理 
1,第一次 老君山 感觉 不错 天气 不好 天气 爬 顶层 感受 风景 
1,现场 感受 盛唐 气概 
1,卢舍那 大佛 隔 多年 依然 栩栩如生 晚上 灯光 衬托 周边 山势 交相辉映 以后 经常 夜景 希望 龙门石窟 一直 流传下去 
1,中原 大地 高地 平地 出高岭 气势恢宏 
1,讲解 导航系统 不会弄错 景点 声音 清晰 白马寺 值得一看 中国 佛教文化 博大精深 了解 很多 知识 
1,老君山 很漂亮 
0,热热 热人 众人 人人 人多热 窟窿 
1,东窟 西窟 值得 东窟 一定 不要 放弃 
1,老君山 景色 很美 山上 景色 有种 如临 仙境 感觉 值得 一游 开车 朋友 注意 千万 不要 游客 服务中心 坐 观光车 私人 每人 元 直接 开车 进 索道 口 收 停车费 元 游客 服务中心 坐车到 景区 门口 坐 景区 观光车 索道 口 每人 元 
1,景色 不错 性价比 高 假日 出游 好去处 
1,景色宜人 金顶 壮观 
1,不错 云南 景点 值得 一次 票价 稍微 有点 贵 
1,早就 想来 今天 终于 
1,雪景 中 老君山 真心 漂亮 仙境 感觉 心旷神怡 推荐 亲人 朋友 起来 玩来 玩个 一到 三天 
1,重要 提醒 千万 不要 阴雨天 老君山 山下 没有 雾气 山上 雾 看不到 云海 金顶 山树 看不到 工作人员 没有 提示 山上 一切正常 感觉 白去 门票 索道 每人 元 北京 往返 洛阳 高铁 元 洛阳 老君山 车费 油费 一共 元 不算 住宿 吃饭 一下 抖音 网红 景点 感觉 钱 白花 希望 老君山 景区 宣传 上面 下功夫 以外 工作人员 培训 方面 下点 功夫 多一点 阴雨天 提示 也许 更 人情味 一点 
1,索佳惠 导游 讲解 非常 不错 知识面 旁征博引 精选 几个 重要 洞窟 进行 精讲 人文景观 确实 需要 优秀 导游 深刻 感悟 龙门石窟 之旅 不虚此行 
1,不同 寺庙 不同 特点 感受一下 会 收获 
1,关二爷 全国 各地 寺庙 二爷 真正 长眠 之处 壮观 
1,方便快捷 
1,老君山 名不虚传 值得 看一看 
1,非常 周姐姐 负责 讲 非常 细致 真的 很涨 知识 特别 月 带 朋友 希望 周姐姐 讲解 
1,一个 有着 悠久 历史 佛教文化 圣地 展现 中国 汉传 佛教 历史 
1,白马寺 我国 佛教史 占有 重要 地位 尊为 释源 祖庭 年 历史 
1,道教 圣地 很多 传说 向往 
0,老君山 挺不错 不输 十大 名山 不愧 网红 打卡 地带 孩子 起来 愉快 喝 免费 豆腐汤 味道 整体 体验 很棒 下山 滑梯 值得 一试 
1,龙门石窟 挺 震撼 值得 一去 
1,上山 下山 坐 一级 往返 索道 一路上 走走停停 看看 历时 小时 爬 完 老君山 爬山 很累 过程 很爽 风景 美 一份 路上 心情 憧憬 
1,两次 古老 文化 源远流长 古今中外 
0,害怕 网络 不行 提前 下载 下来 老是 卡顿 无法 使用 
0,景点 景色宜人 环境优美 地理位置 优越 享受 清净 好去处 
1,洛阳 标志 景点 宏伟 震撼 奇迹 艺术 
1,值得一看 
1,传说 关公 衣冠 墓 设计 挺 古朴 
1,不错 壮观 
1,山路 崎岖 蜿蜒 陡弯 多路 较窄 建议 多数 自驾 很多 人会 上山 路上 晕车 晕车 早 用药 
1,龙门石窟 属于 世界 文化遗产 国家级 旅游 景区 景色 自然 没 说 龙门石窟 大佛 没有 亮灯 小时 从点 点 亮灯 没有 亮灯 有点 遗憾 希望 景区 做到 提前 告知 
1,中国 第一 古刹 唐玄奘 地方 值得 一去 
1,服务 细致 环境优美 
1,毕竟 号称 国内 第一个 官方 寺庙 建筑风格 中国 特色 值得 看看 
1,值得 一玩 
1,中国 最早 佛教 寺院 值得 一游 
1,好看 震撼 
0,景色 龙门石窟 展示 大气磅礴 风景 赢麻 太美 太棒了 
1,不错 山上 挺 凉快 避暑 地方 
1,白马寺 位于 河南省 洛阳市 中国 第一 古刹 世界 著名 伽蓝 始建 东汉 永平 十一年 佛教 传入 中国 兴建 第一座 官办 寺院 中国 越南 朝鲜 日本 欧美国家 释源 祖庭 
1,不错 地图 听 必须 戴着 耳机 
1,白马寺 总体 游览 感觉 两千多年 历史 沉寂 世界闻名 千年 古寺 里面 参观 外国 朋友 很多 寺 名树 影 看来 慕名而来 学习 礼佛 方面 知识 道理 心灵 一次 冲剂 洗涤 个人 老 寺院 特别 推崇 新 开发 部分 不太 欣赏 用时 大约 三 小时 寺院 周围 饮食 较贵 适合 游客 
1,中国 第一 寺 敬仰 久 值得 拜见 
1,看多 祖国 美丽 风景 老君山 非常 不错 值得 一游 
1,超 震撼 历史 人文景观 赞赞赞 没 找到 行李 寄存 地方 一路 返回 路上 电瓶车 
1,香火 人气 超好 很多 人来 拜拜 
0,喜欢 来来来 太美 太 好看 喜欢 
1,时机 算不上 多好 说不上 多坏 雪 将化 未化时 算是 赶上 雪 尾巴 夕阳 日出 惊艳 晴空 金殿 皓月 雪景 不错 第二天 看到 云海 算是 一种 幸运 下山 时起 雾 蒙蒙 雪花 飘 起来 有缘 下次 再见 
1,非常 
1,到达 山顶 看到 伏牛山 最高点 拍照片 景色宜人 道观 群 一到 美丽 风景线 太上老君 手里 如意 炼丹 具有 观赏价值 
1,不错 景色 分 东山 西山 两个 地方 地方 挺大 卢舍那 大佛 令人惊叹 唯一 可惜 时间 推移 好多 佛像 已经 变得 面目全非 
1,景区 世界 地质公园 非常 美步 道 非常 整洁 一路上 多椅 登供 游客 休息 可能 山里 经常 下雨 沿途 做 多个 避雨 庭 相当 人性化 最最 值得 点赞 服务区 沿途 没有 一个 小摊 感觉 无比 舒服 沿途 碰到 清洁工 友好 说 别急 慢慢 感觉 非常 舒心 
1,月 日 老君山 游玩 前一天 下雨 当天 阴天 上午 坐 缆车 上山 两边 美景 根本无法 看清 满眼 尽是 白 雾茫茫 云雾 缭绕 好像 置身 云端 晴天 应该 更好 
1,非常 震撼 文化 瑰宝 
1,值得 机会 再次 光临 会 推荐 朋友 
1,导游 讲解 非常 细致 到位 
1,龙门石窟 可谓 慕名 已久 特意 洛阳 感觉 不虚此行 天地 岁月 佛像 静谧 安详 面容 中有 大美 不言 过往 沧桑 尽逝 徒留 观者 怅然 
1,景色 不错 空气质量 优良 值得 推荐 地方 
1,原以为 一个 普通 寺庙 没想到 建筑 三国 特色 太棒了 
1,碰巧 小雨 幸好 携程 提前 买票 优惠 省去 排队 买票 清明节 很多 特别 坐 缆车 中 天门 排 一个半 小时 走走 玩玩 欣赏 山上 雪 挺 美 爬 金顶 拜拜 老君庙 祈福 一次 美好 旅程 
1,白马寺 非常 著名景点 寺庙 布局 严谨 古朴 大气 美观 寺外 广场 石牌坊 放生池 石拱桥 对称 分布 两匹 石马 非常 逼真 
1,正逢 牡丹花 季到 洛阳 游玩 白马寺 牡丹 出乎意料 美 携程 导游 讲解 到位 白马 伏经 夹 干漆 四十二章 比丘尼 狄公齐 云塔 打卡 成功 
0,景色 挺 美的 门票 贵 全程 缆车 扶梯 下来 便宜 
1,景色 很棒 赶上 人少 更好 
1,可能 去过 地方 太多 古庙 这类 古建筑 审美疲劳 门票 人性化 说明 套票 包括 三个 景点 一个 国际 寺庙 景观 一个 白马寺 一个 齐云塔 觉得 国际 寺庙 好看 
1,白马寺 下午 不拉太挤 建议 早上 
1,唐僧 取经 存放 历史 古迹 推荐 
1,值得 导游小姐 姐 善心 美 关键 漂亮 
1,想 孩子 深度 了解 预约 小时 师 说 讲解 刚好 西山 石窟 讲完 导游 姓 潘 态度 脾气 讲解 非常 细致 知识面 丰富 拓展 很多 石窟 背景 故事 完全 值回 票价 听 讲解 走马观花 看看 真的 感觉 白去 会 漏掉 很多 有趣 细节 
1,非常 喜欢 
1,不错 地方 去过 多次 推荐 
1,总体 超赞 景色 不错 
0,景区 管理 服务 有待 加强 推荐 
1,大美 老君山 
1,白马寺 一个 皇家 寺庙 进寺 以后 体会 佛家 特有 清幽 安静 外面 车水马龙 形成 鲜明对比 里边 很多 修行 僧人 前来 参拜 香客 一炷香 许下 心愿 
1,值得 看看 地方 世界 地质公园 国家 地质公园 国家级 自然保护区 省级 文物 重点保护 单位 省级 风景 名胜区 中国 北方 道教 信众 拜谒 圣地 中原 山水 文化 杰出代表 
1,值得 人太多 
1,非常 棒 不愧 四大 著名 石窟 文化底蕴 深厚 洛阳 瑰宝 人类 瑰宝 非常 美 工艺 非常 精美 仿佛 回到 时代 很棒 
0,武则天 庞而 闻名 古都 洛阳 香火 颗心 值得 看看 
1,下山 通道 没有 明确 标出来 坐 索道 徒步 下山 真坑 几公里 
1,十里 画廊 真的 美 登高望远 现在 金顶 云卷云舒 爬山 辛苦 一切都是 值得 全程 走 探险 路 看不到 风景 超级 赞 
1,老君山 山顶 仿佛 仙境 美不胜收 
1,凉快 景色 美 不虚此行 做 一级 索道 往返 后面 走 十里 画坪 风景 坐 电梯 直达 金鼎 赶上 老君山 云海 挺 山上 特别 凉快 
1,索佳惠 导游 解说 专业 丰富 趣味 生动 声音 好听 
1,山清水秀 风景秀丽 休闲 娱乐 绝对 好去处 山美水 美人 更 美 当地人 厚道 服务 老君山 必须 语言 无法 描述 魅力 必须 
1,旅游 文创 内卷 吃 完 惊喜 
1,很赞 讲解 细致 
1,慕名而来 老君山 旅游 不虚此行 身上 云雾 缭绕 身入 仙境 值得 推荐 有趣 好玩 景色 不错 体验 
1,价格 算 
1,讲解员 小丙 专业 提前 做 很多 准备 工作 准备 石窟 破坏 照片 分享 尤其 很多 专业 石窟 保护 知识 分享 感受 石窟 热爱 真 心想 一位 游客 爱上 龙门石窟 讲解 令人难忘 下次 会 夜游 龙门石窟 会 推荐 更 上海 朋友 参加 讲解 线路 感恩 
1,年 最后 一天 年 第一天 老君山 缆车 半山腰 爬山 爬山 辛苦 值得 特别 最后 三个 金顶 实在 太美 积雪 会 更 美 
1,致敬 关羽 武 圣人 不论什么 阶层 人士 仰仗 从殿 摆 奉 贡品 感受 
0,非常 不错 美 
1,值得 推荐 看看 洛阳 著名景点 交通 便利 路 公交车 火车站 直达 寺 新修 多处 外国 寺庙 建筑 外籍 僧侣 游人 合影留念 
1,自然 风光秀丽 风景名胜 风景区 心中 最美 风景 
1,河南 寺庙 众多 名气 挺大 其实 差不多 
1,不愧 古都 洛阳龙门石窟 好久 想来 看看 
1,车位 充足 停车 便利 景区 里面 步行街 里面 好吃 好玩 应有尽有 
1,龙门石窟 推荐 游玩 
1,十月 五号 好多天 雨 山上 冷 雾气 比较 九龙 瀑布 气势 二千多 级 台阶 比较 考验 体力 
1,历史 底蕴 景点 非常 值得 一去 游览 两个 小时 左右 
1,景色 
0,说 洛阳 性价比 最差 景点 门票 里面 请香处 价格 高 离谱 太 商业化 香火 没有 想象 中 旺 基本 没人 买票 时 遇到 二个 学生 模样 听说 门票 犹豫 离开 白马寺 门票 请 香处 价格合理 景点 很大 慢慢 参观 二 小时 左右 淡季 香火 不错 估计 初一 十五 会 爆满 关林 多半 小时 足够 性价比 太 差 从小 就读 三国 关羽 墓地 想来 看看 景区 管理 心寒 知道 关老爷 里面 是否 开心 
1,洛阳 行 真的 说走就走 白马寺 寺庙 迷 向往 想 千年 古刹 最早 寺 历史 里面 很大 区域 泰国 印度 修行 真的 遇见 佛 遇见 更好 觉得 值 没 失望 
1,中国 最有 历史 寺庙 值得 看看 
1,伏牛山 中 最美 山峰 紧邻 栾县 县城 山势 险峻 全程 索道 步道 
1,曹操 关羽 首级 厚葬 此后 历代 对此 有所 营建 景区 内部 文庙 一类 关羽 中心 塑像 关平 周仓 赤兔马 随便 看看 里面 走 汉寿 亭 侯墓 前 拜谒 一下 忠义 之魂 千古 留 可能 关羽 民间 财神 文化 烧香 特多 门口 旧 市区 摊子 特别 多人 非常 杂乱 搞 门 不大好 找 
1,白马寺 中国 第一 古刹 洛阳市 佛教 传入 中国 兴建 第一座 官办 寺院 
1,景真 好看 
1,金碧辉煌 庙宇 讲经 念佛 
1,距离 二广 高速公路 出口 很近 交通 方便 停车场 标准 收费 景区 环境保护 门票 元 费用 不高 服务 总体 印象 不错 
1,约 上午 点点 左右 标注 讲解 一个 小时 讲解 分钟 讲解 小姑娘 最近 约 好多 讲解 这是 遇到 第一个 坑 
1,坐 索道 直接 中 天门 爬 非常 快 山顶 山顶 路 大多 平坦 十里 画廊 一路 惊喜 道观 群 更是 雄伟 神奇 
1,白马寺 中国 第一 古刹 世界 著名 伽蓝 佛教 传入 中国 官办 第一座 寺院 中外 佛教界 誉为 释源 祖庭 白马寺 座 北面 南 总面积 二百余 主体 建筑 天王殿 大佛殿 大雄殿 接引 殿 毗 卢阁 五层 殿堂 中国 第一 释迦 舍利塔 
0,热 里边 东西 好贵 
1,风景优美 二山 之间 河流 门前 流过 
1,白马寺 中国 第一 寺庙 值得 一去 
1,很久很久 以前 去过 知道 现在 
0,一般般 没有 太 亮点 
0,很多 佛像 破坏 没 评价 兴趣 看看 没 兴趣 别去了 
1,希望 增加 行李 寄存 点 
0,山上 饭店 菜价 高 味道 也般 
1,景色 好看 早上 八点 坐 两段 索道 玩 下午 两点 建议 中灵 索道 一定 坐 盘山公路 问 爬上来 三个 钟头 路滑 好看 景色 全在 山顶 山上 景色 迷人 风 很大 绝对 不妄 此行 十里 画屏 金顶 惊叹 留恋忘返 适合 多次 旅行 领略 不同 季节 美景 
1,传统 景点 气势磅礴 景区 外面 乱糟糟 白马寺 干净 卫生 秩序 
1,非常 值得一看 非常 震撼 非常 内涵 很多 遗憾 惋惜 中国 人民 文化 瑰宝 匠 高超 技艺 展现 凌厉 精致 唐代 文化 当时 国家 昌盛 提现 
1,白马寺 中国 官办 第一座 古寺 其内 安放 释迦 摩尼 佛祖 舍利子 香火 鼎盛 更 佛教文化 展 白马寺 招牌 景观 朱红色 寺院 门墙 院前 石质 白马 寺庙 古朴 三进 院落 宽阔 房舍 掩映 绿树 之中 低调 安静 寺 管理 没有 香烛 兜售 情况 香烛 白马寺 景区 外 自购 寺 不见 喧哗 静静的 烧香 偶有 鸽子 头顶 飞过 白马寺 边上 新建 印度 泰国 缅甸 佛教文化 园 建筑 新 其实 感觉 没什么 意思 逛逛 
0,买 元 团票 导游 打电话 说 含 门票 订单 退单 相差 分钟 退单 元 表示 理解 找 客服 客服 过来 差评 客服 过来 
1,老君山 之游 出乎 预期 景区 十分 成熟 路线 规划 标识 服务区 设置 价格 非常 关键 景色宜人 温度 宜人 走 多步 不累 携程 门票 取用 方便 优惠 加个 说明 下面 一程 两条 索道 互用 
1,值得 推荐 景区 大气 管理 服务 不错 不愧为 南 武当 金顶 北 老君 铁顶 之称 
1,佛教 祖庭 佛教 传入 中国 第一家 皇家 寺院 洛阳 市区 东 公里 处 香火 很旺 院内 狄仁杰 墓 
0,河南 非常 值得 一去 景点 山顶 景色 美 
0,历史悠久 中华 宝藏 
1,雪中 老君山 犹如 仙境 云雾 缭绕 感觉 成为 一种 朦胧 美 意外 收获 雾凇 整体 感觉 不错 金顶 道观 群给 印象 深刻 金碧辉煌 金殿 眼前一亮 机会 夏天 一次 
1,这位 潘 老师 讲 专业 详细 有意思 那种 导游 讲解 学生 收获 全程 招呼 孩子 唯恐 孩子 挤 远 听 不到 领 孩子 龙门石窟 考虑 选 这位 老师 真的 不虚此行 龙门石窟 细致 讲解 更加 历史 色彩 潘 老师 点赞 感觉 之前 音里 大师级 讲师 体验 度 更好 
0,历史 沧桑感 年轮 感是 中华文化 艺术 辉宝 视觉 强烈 冲击 特别 卢舍那 大佛 雕刻 雕刻 艺术 巅峰 制作 五人 左右 更 适合 选个 官方 导游 讲 更 更 全 互动 更 
0,讲解 完全 所谓 师讲 随团 大部分 成年人 没有 性质 外围 等待 小朋友 讲解 完 鲤鱼 跳龙门 
0,一个 大佛 好像 没 内容 少 不值 票价 
1,讲得 非常 详细 非常 导游 准备 很多 老照片 分享 特别 用心 
1,山顶 景色 蛮 美的 
1,创建 东汉 永平 十一年 佛教 传入 中国 兴建 第一座 官办 寺院 保存 三世佛 二天 十八罗汉 弥足珍贵 
1,唐代 有名 寺庙 洛阳 有名 景区 
1,经常 游玩 满意 满意 
1,不错 挺 验票 省事 不用 排队 买票 直接 二维码 验证 票 价格 景区 买 上面 优惠 块钱 下次 买 
1,无数次 老君山 不想 走 特别 下雨天 云雾 缭绕 犹如 仙境 冬季 雪景 更是 迷煞 世人 中原 最高峰 道教 圣地 越来越 知道 地方 神往 
1,游玩 朋友 请问 坐 轮椅 能转 云台山 景区 
1,破坏 很多 依然 看出 古人 精湛 技艺 感触 颇深 值得一看 
1,值得 一趟 车 开 索道 
1,性价比 高 总体 超赞 
1,第三次 来到 龙门石窟 带 老婆 孩子 一起 适宜 气候 震撼 大佛 伊河 两岸 青山绿水 心情 格外 愉悦 可惜 疫情 放开 第一个 长假 外出 旅游 实在 太多 太多太多 景区 里 根本 走不动 体验 感差 点 
1,想 看好 风景 一个 天气 
1,网上 买要 线下 便宜 线下 门票 缆车 网上 买 两个 加在一起 
1,震撼 景色 不错 
1,地方 老君山 很近 老板 热情 接送 老君山 服务 特别 房间 干净 整洁 不错 选择 推荐 老君山 旅游 住 经济 实惠 
0,一定 避开 旅游 高峰期 大热天 建议 超级 超级 热 走路 走 走不动 地步 
1,很大 历史悠久 古刹 非常 
1,一日游 景点 里 包含 不太会 特意 门票 性价比 不高 
1,白马寺 知名 景点 意外 門票 只元 景点 门票 便宜 裡面 没有 厚重 商业 气息 参观 起来 感觉 舒适 附近 狄仁杰 墓 就近 看看 
1,景区 值得 找 导游 讲解 觉得 懂 没意思 
1,老君山 秦岭 余脉 八百里 伏牛山 主峰 老君山 景区 开发 建成 八大 景区 景点 集 山水 景观 道教 文化 一体 标志性 景区 马鬃岭 老君山 主峰 观赏 老君山 自然风光 最佳 处 
1,坐 公交车 白马寺 堵车 约定 时间 晚 一点 周 导游 耐心 告诉 路线 周 导游 非常 全程 讲解 耐心 细致 帮忙 拍照 比较 少 一对一 哈哈哈 导游 只带 一个 周 导游 讲解 了解 好多 历史 人文景观 必要 人工 讲解 白马寺 不愧 第一 古刹 
1,确实 雄伟 景色 特别 美 可惜 没有 顶端 
1,真正 历史 底蕴 风景 集合 一起 景点 特别 做 短片 感觉 道家 亲近感 
1,超级 推荐 整个 行程 喜欢 景点 门票 便宜 景区 关键 静得 下心 正好 赶上 和尚 上课 唱经 声音 特别 好听 
0,导游 孟姐 讲 相当 了解 很多 龙门石窟 信息 非常 愉快 一次 体验 
1,自驾 非常 方便 出 景区 坐 元 观光车 值得 推荐 
1,仙山 楼阁亭台 错落 嘈杂 中 此景 天上 月 
1,毕竟 中华 第一 古刹 值得 一趟 白马寺 洛阳 市区 不算 远 租车 开 过去 半个 小时 样子 游客 参观 体验 不错 
1,白马寺 环境 不错 氛围 
1,真的 不错 景色宜人 玩 开心 
1,官方 第一 寺 看头 看看 
1,太爱 太漂亮 简直 人间 仙界 
1,白云山 九龙 瀑布 壮观 空气 清新 宝藏 景区 大人 小孩 体验 登山 乐趣 看到 巍峨 大山 飞流直下 瀑布 下次 
1,白马寺 医务人员 没有 优惠 突出 意外 地方 确实 岁 免票 
1,中国 佛教 发源地 释源 祖庭 白马寺 东汉 永平 七年 公元 年 汉明 帝刘庄 因夜 梦金人 遣使 西域 拜求 佛法 东汉 永平 十年 公元 年汉使 印度 二 高僧 迦叶 摩腾竺 法兰 白马 驮载 佛经 佛像 抵达 洛阳 汉明帝 躬亲 迎奉 东汉 永平 十一年 公元 年 汉明帝 敕令 洛阳 门外 建 僧院 铭记 白马 驮 经之功 寺院 取名 白马寺 白马寺 佛教 传入 中国 兴建 第一座 官办 寺院 故有 中国 佛教 释源 祖庭 之称 
1,寺 环境 香火 很旺 没有 交易 买卖 想 香 拜佛 记得 准备 香 带进去 
0,人文 气息 浓厚 一去 没什么 亮点 
1,有趣 好玩 
1,洛阳 二个 小时 车程 出示 洛康码 预约 码 驾到 索道 停车场 景区 管理 规范 一段 索道 必须 坐 体力 坐 二段 云峰 索道 山顶 基本上 一个 环线 最后 登上 金顶 二个 
1,网红 老君山 非常 漂亮 好多 年轻人 打卡 
1,不错 景区 
1,岁 老年人 免 门票 老年人 出游 方便 不赶 节假日 出游 惬意 真的 非常 满意 
0,节假日 很多 管理 毫无 秩序 车 随意 开门 排队 一拥而上 
1,河南省 境内 数一数二 高山 勇气 山下 一路 爬上来 用时 一天 建议 乘坐 索道 上山 一米 以下 小朋友 免费 十里 画屏 不错 山势 险峻 秀丽 山上 注意安全 特别 带 小孩 
0,省内 山 没太大 区别 
0,无法 换取 门票 报销 只能 开发票 
1,关羽 庙 关羽 首级 埋葬 处拜 财神 地方 
1,景色 优美 厕所 点 足够 干净 整洁 
1,没下 定位 很准 
0,景色 河南 洛阳市 白马寺 中国 最早 佛教 寺院 白马寺 有着 悠久 历史 洛阳 旅游 打卡 胜地 趣味 非常 值得 游览 观光 性价比 性价比 超高 
1,老君山 交通 便利 进入 性强 洛阳 机场 公里 紧邻 洛栾 快速通道 景区 铺设 三级 水泥 公路 公里 行步 道 公里 玉皇顶 登 南天门 仙人桥 进 老君庙 巍峨 肃穆 犹如 进入 道教 仙界 之感 西峡 追梦谷 中 飞泉 流瀑 茂林 遮天 大自然 神韵 之美 有如 梦幻 意境 中 
1,雨后 雾 仙境 十里 画屏 云海 奇观 不来 会 后悔 做 两段 缆车 觉得 非常 必要 转 下来 三 小时 往返 觉得 累有 租 衣服 走 下来 没 觉得 冷 山顶 小雨 微凉 备件 雨衣 必要 三 五元 停车场 小商店 门口 卖 不贵 体验 值得 推荐 景色 不错 有趣 好玩 
0,商业化 严重 实际 便 贵 
1,非常 值得 推荐 
1,总体 行 县城 住宿 性价比 不错 吃 东西 性价比 不错 
1,关公 庙来 雕像 宏伟 趣味性 环境 
1,特别 漂亮 听说 晚上 更好 一边 石窟 另一边 岸 隔岸 观 石窟 好看 建议 西门 下车 进入 租个 电子 讲解 押金 一路 向前 走回头路 
1,体验 感 非常 正好 遇到 端午节 暖心 送 礼物 每天 会 水果 店里 每个 非常 热情 真诚 洛阳 小伙伴 建议 洛阳 一定 住 这家 酒店 非常 满意 
1,景色 挺美 喜欢 地方 孩子 
1,远 赴 远 赴 人间 惊鸿 宴 一睹 人间 盛世 颜 
1,行 毕竟 真正 古董 看着 震撼 
1,洛阳 太热 春秋 冬 西北 门进 停车场 
1,不错 挺 
1,不错 东南亚 风格 场地 很大 适合 拍照 第一次 疫情 没有 开门 非常 遗憾 第二次 第一个 目的地 白马寺 推荐 参观 游览 
1,不错 市里 公交车 以前 价格 元 现在 知道 涨 没有 
1,比较 方便 景点 中有 免费 扫码 介绍 
1,中国 四大 石窟 现在 修缮 更加 体现 内涵 神韵 无论是 剪刀手 佛像 卢舍那 大佛 无不 惟妙惟肖 神态 动人 震撼 敬仰 不愧 世界 文化遗产 国之魁宝 百看不厌 百听 讲解 不厌 整整 一天 特别 推荐 传世之作 万佛洞 门口 观音像 石窟 一绝 
1,景色 不输 黄山 险峻 合理 可惜 天气 不好 金顶 没有 看到 寺庙 开门 疫情 爬山 累 大多数 山上 栈道 缆车 加 门票 
1,看到 大佛 震撼 不虚此行 
1,春秋时期 公认 道教 始祖 老子 李耳到 归隐 修炼 成为 道源 金顶 道观 群 十里 画屏 感到 自然 威力 人类 力量 鬼斧神工 
1,不错 值得 一去 
1,白马寺 中国 第一 古刹 佛教 传入 中国 兴建 第一座 官办 寺院 整个 寺庙 布局 规整 风格 古朴 白马寺 坐北朝南 一长形 院落 总面积 约 万平方米 主要 建筑 天王殿 大佛殿 大雄宝殿 接引 殿 毗 卢阁 五 重大 殿 四个 大院 东西 厢房 寺 保存 大量 元代 夹 纻 干漆 造像 三世佛 二天 十八罗汉 弥足珍贵 
1,洛阳 必去 景区 市中心 公里 多路 公交车 利用 河南 景区 免票 优惠 全程 台阶 需要 体力 精华 景点 西山 石窟 东边 香山寺 看看 全程 下来 三个 小时 差不多 
1,不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 不错 
1,释迦 摩尼 详细 了解 一下 
1,河南省 洛阳市 洛龙区 关林镇 关林庙 主要 建筑 舞楼 大门 仪门 平安 殿 财神 殿 春秋 殿 关林庙 成为 海内外 华人 谒拜 圣域 驰名中外 旅游胜地 
1,中国 第一 古刹 世界 著名 伽蓝 佛教 传入 中国 兴建 第一座 官办 寺院 中国 佛教 祖庭 释源 之称 
0,商业化 太 浓 掩盖 寺庙 应有 清幽 宁静 
1,龙门石窟 世界 文化遗产 值得一看 
1,白马寺 我国 第一 古剎 寺院 很大 景点 外面 商业 气息 太 浓厚 寺庙 里 东南亚国 代表 佛教 寺庙 各国 捐献 泰国 缅甸 印度 看到 不同 国家 建筑 佛教文化 
1,历史悠久 空余 时间 一定 看一看 
0,真 可谓 山路 十八弯 前 几天 刚下 大雪 工作人员 已经 做好 各项 工作 司机 师傅 开 稳稳当当 特别 热心 大大的 赞 
1,景色 超级 美的 一个 地方 门票 贵 
1,老君山 真的 风景 宜人 特别 坐落 海拔 最高处 金顶 说 磅礴 大气 登 山顶 云雾 缭绕 特别 冷对 上面 一个 玻璃 观景台 很大 度假 老君山 一定 一个 不错 选择 
1,景色 不错 白云 缭绕 十一 天气 不好 下着雨 环境 确实 
1,到底 级 景区 自然景观 优美 漂亮 瀑布 水 很大 打算 一天 旅程 景色 实在 太 美 景区 内多 一晚 避暑胜地 景区 管理 正规 不错 
1,中国 第一 古刹 真的 历史感 古刹 大门 清凉 台 逐级 升高 寓意 步步高升 清凉 台为 东汉 帝王 刘秀 读书 场所 最高 清凉 台 寓意 帝王 权利 至高无上 不可 超越 导游 讲 清楚 有意思 通俗易懂 
