label,comment_processed
1,不错 景点 值得 看看 
1,中原 山水 风光 杰出代表 已经 去过 三次 未来 可能 还会 
1,里面 异域 风格 寺庙 建筑 大开眼界 没有 商业化 感觉 特别 
1,整体 不错 没有 坐 索道 走上 沿途 风景 整体 感觉 整体 长度 需要 爬山 不错 一个 选择 山顶 风景 美的 
0,值得 推荐 非常 无聊 景区 脏乱 
1,不错 不想 第二次 
1,非常 方便 刷 身份证 入园 
1,仙境 云雾 缭绕 遗憾 没有 看见 山 
1,行 
1,很多 完 震撼 
1,挺 
1,清明 长假 第二天 下午 下雨 山上 雪 没化 完 挺 冷 整个 景区 空气 超级 好水 甘甜 宾馆 物价 市区 里 稍 贵 一点点 洛阳市 火车站 坐 大巴 景区 里 省 块钱 交通费 早上 六七点 发车 十二点 半 到达 中心 服务区 建议 住 一两 晚 住宿 不错 一百 住 宾馆 里 洗澡 电视 无线网 一个床 配 两个 被褥 电热毯 住宿 已经 挺不错 商店 泡面 五块 一碗 大部分 东西 市区 里贵 一两块 完全 接受 景点 主要 山水 瀑布 挺 美的 越往 越 冷 爬 玉皇顶 路上 积雪 石头 台阶 不滑 危险 地方 允许 相对来说 比较 安全 台阶 回来 滑下来 类似 小孩 滑 滑梯 那种 九龙 瀑布 那条 路线 下台阶 路上 好几个 瀑布 吊桥 可惜 天气 不好 允许 走上 条线 最美 九龙 瀑布 落差 高 壮观 景区 比较 地方 景区 里 交通 方便 买 交通费 一个 十块钱 白天 尽情 玩儿 天气 玉皇顶 日出 晚上 比较 无聊 娱乐节目 很少 爱玩 吃货 之前 心理准备 
1,这是 此行 第三座 寺庙 清净 一座 寺 完全 没有 商业 气息 清凉 台 貌似 有点 年份 知道 一个 有趣 事情 白马寺 山 门外 两匹 石马 其实 原有 是从 赵匡胤 女婿 墓 前移 盗御马 
1,火车站 坐路 公交车 票价 元 终点 白马寺 车程 大概 小时 左右 可能 现在 淡季 没什么 人能 好好 品味 一下 中国 第一 古刹 慢慢 走 特别 安静 特别 放松 人心 喜欢 这种 感觉 
1,白马寺 位于 河南省 洛阳市 老城 以东 公里 洛龙区 白马寺 镇内 创建 东汉 永平 十一年 公元 年 中国 第一 古刹 世界 著名 伽蓝 佛教 传入 中国 兴建 第一座 官办 寺院 中国 佛教 祖庭 释源 之称 距今已有 多年 历史 现存 遗址 古迹 元明清 时所留 寺 保存 大量 元代 夹 纻 干漆 造像 三世佛 二天 十八罗汉 弥足珍贵 年 白马寺 中华人民共和国国务院 公布 第一批 全国 重点 文物保护 单位 年 国务院 确定 全国 汉传 佛教 重点 寺院 年 月 白马寺 国家旅游局 命名 首批 级 景区 建筑 格局 白马寺 整个 寺庙 坐北朝南 一长形 院落 总面积 约 万平方米 主要 建筑 天王殿 大佛殿 大雄宝殿 接引 殿 毗 卢阁 均列 南北向 中轴线 创建 时 天竺 旧式 但寺址 从未 迁动 汉时 台井 依稀可见 五 重大 殿 四个 大院 东西 厢房 整个 寺庙 布局 规整 风格 古朴 寺 大门 之外 广场 南有 近些年 新建 石牌坊 放生池 石拱桥 左右 两侧 绿地 左右 相对 两匹 石马 大小 真马 相当 形象 温和 驯良 这是 两匹 宋代 石雕 马 身高 米 长米作 低头 负重 相传 两匹 石雕 马原 永庆 公主 宋太祖 赵匡胤 女驸马 右马 将军 魏咸信 墓 白马寺 住持 德结 和尚 搬迁 至此 走进 山门 西侧 一座 重修 西京 白马寺 记 石碑 这是 宋太宗 赵光义 下令 重修 白马寺 时 苏易简 撰写 淳化 三年 刻碑 立于 寺 碑文 分 五节 矩形 书写 人称 断文碑 山门 东侧 一座 洛京 白马寺 祖庭 记 石碑 这是 元太祖 忽必烈 两次 修建 白马寺 当时 白马寺 文才 和尚 撰写 至顺 四年 著名 书法家 赵孟頫 刻碑 立于 寺 人称 赵碑 
1,白马寺 主要 建筑 寺院 山门 殿阁 齐云 塔院 钟鼓楼 泰式 佛殿 卧玉 佛殿 齐云塔 院内 客堂 禅房 感受 文化 地方 建筑 挺 意义 旅行 
1,老君山 不错 觉得 挺 十一 当天 住 入口处 一早 七点 进山 错开 高峰 感觉 棒棒 哒 
1,值得 一去 毕竟 号称 中国 第一 古刹 齐云塔 不要 错过 有意思 再绕 塔 三圈 祈福 更有意义 最好 中午 过去 齐云塔 旁边 比丘尼 施饭 吃 完 进去 吃 会 热情 邀请 挺 有意思 
1,洛阳市 白马寺 少林寺 龙门石窟 必看 现如今 翻修 显得 更 宏伟 壮观 白马寺 香献佛 最好 现 景区 东南亚 风情 感觉 白马 永远 屹立 院子 里百去 不厌 特别 大年初一 会 更 佛教 人士 香 
1,选择 一个 雨 次日 晴天 上山 第二天 早上 可能 云海 建议 马鬃岭 日出 十里 花屏 云海 滑 峰林 高山 野生 杜鹃 玉皇顶 日落 建议 坐 第一 程 缆车 上山 南天门 住 一晚 日出 
1,值得 一去 地方 地方 心情 回归 大自然 
1,小丙 老师 讲 超棒个 半小时 听 不够 学到 专业 拍摄 视角 墙裂 推荐 
1,暑期 出门 旅游 地方 
1,感觉 不错 
1,轻松 坐 缆车 从中 天门 爬 一段 山 来到 十里 画屏 天气 一会儿 晴一 会阴 空气清新 风景秀丽 云山 雾绕 犹如 仙境 金顶 特色 雾大时亮 宝台 看不到 对面 几十米 山峰 舍身崖 时间 看看 景色 不错 值得 玻璃 台站 上去 发抖 山上 风大 比较 凉快 一天 时间 比较 轻松 追梦谷 没有 
1,方便 快捷 实际 票价 优惠 
1,总体 感觉 太 糟糕 景色 太 糟心 买票 系统 垃圾 一次 只能 买 一张 无法 添加 通行 信息 购买 张 打车 西门 下车 走 漫长 至少 公里 路途 中 没有 辅助 交通工具 一路 人为 修建 公园式 道路 天太 消耗 体力 走 石窟 已经 体力 爬楼梯 石窟 石窟 河边 石窟 全靠 走河 对面 电瓶车 走 过去 距离 遥远 想 原路 返回 西门 更 远 景区 去过 景区 安排 不合理 地方 根本 不会 考虑 老年人 出行 是否 便利 以后 再也 不想 
1,景色 不错 体验 值得 推荐 
1,老君山 太上老君 李耳 归隐 修炼 得名 具有 多年 悠久 道教 文化 历史 路上 看到 很多 老君山 广告 起意 第一张 图 广告 照片 实际上 拍 不到 景 估计 航拍 坐 二段 缆车 走 二个 小时 到达 山顶 没有 体力 建议 景色 太 栾川县 景点 宣传 比较 好来 有点 上当 感觉 
1,景色 非常 有点 遗憾 没 拍 日出 
1,雪中 登 老君山 别有 一番 风景 
0,景区 管理 很大 问题 人数 限制 导致 那种 悬崖峭壁 走廊 人挤 很多 道口 拥挤 互相 推搡 雪地 上雪化 开 结冰 一路 看到 知道 跌倒 边上 悬崖 看到 担架 下山 一团糟 有待 改进 
0,票 挺 贵 索道 感觉 刺激 
1,景色 不错 趣味 性价比 不错 
1,雪景 太 美 索道 刺激 
1,原本 一个 寺院 没想到 硕大 逛 整个 小时 整个 景区 分成 几个 区域 主 景区 绿化 非常 犹如 一个 公园 里面 油画展 非常 格格不入 出人意料 莫过于 竟然 泰国 缅甸 印度 佛教 建筑 建筑 质量 粗糙 远 不错 
1,没 看过 球形 电影 效果 莫高窟 球形 电影 比缺 点 讲解 文化 解说 
0,不错 值得一看 
1,佛教 中国 发源地 园区 古朴 典雅 出尘脱俗 泰国 缅甸 印度 佛殿 值得一看 
0,老君山 本名 景室 山 位于 河南 洛阳 道教 主流 全真 派 圣地 老君山 秦岭 余 八百里 伏牛山 主峰 海拔 高 达 余米 道教 尊称 太上老君 李耳即 老子 此山 修炼 唐太宗 景室 山 改名 老君山 老君山 北魏 周边 各郡 香客 朝拜 老君山 国家级 景区 国家级 自然保护区 世界 地质公园 国家 地质公园 秦岭 余脉 八百里 伏牛山 主峰 海拔 米 
1,国内 值得 石窟 宏伟 雄壮 
1,讲解 丰富 有趣 
1,讲解 算 景点 没 讲 道 导游 讲 
1,非常 值得 看一看 地方 风格 寺庙 
1,少林寺 一直 小时候 梦想 圆梦 
1,老君山 之行 挺 倒霉 一件 事号 中午 直接 买 票 刚 检票口 大雨 无奈 只好 退票 住 一晚 第二天 当天 网上 订 票 早上 点半 取票 出票 很快 搞笑 取 完票 索道 口上 趟 厕所 他妈的 下雨 无奈 买 雨衣 硬着头皮 坐 索道 一段 几把 行程 十里 画屏 能见度 不足 米 全程 瞎子 一定 选个 好日子 一路上 雨雨雨 天 苦 行程 
1,好景 不错 城市 
1,佩服 古人 智慧 交通 方便 性价比 不错 非常 值得 推荐 
1,级 景区 没得说 规模 壮大 先辈 鬼斧神工 领 敬佩 不已 一眼 望去 全是 震撼 回 学校 之后 仍会 思索 网上 次数 比不上 亲临现场 一次 洛阳 文化底蕴 丰厚 名不虚传 
1,老君山 位于 栾川 洛阳 过去 需要 开 相当 久 车 值得 一去 景色 非常 美 说 一步 一景 登上 金顶 观赏 美景 外 应该 一种 成就感 
1,洛阳 游 龙门石窟 值得一看 不错 
1,远 赴 人间 惊鸿 宴 老君山 吃 泡面 非常 不错 一场 旅行 达到 预期 
1,名胜古迹 值得 一去 
1,导游 很棒 亲切 中 英双语 
1,值得 一去 
1,写作能力 有限 确实 超级 不错 地方 值得 分享 顺便 看看 上传 照片 知道 
1,完整 点 生动 更好 
1,山上 风如画 云海 琼楼 景区 服务 规范 成熟 山上 温度 低 建议 穿厚 点 绝对 不许 此行 
1,洛阳 这是 一个 非常 有名气 公园 牡丹花 公园 里 随处可见 节假日 特别 门票价格 贵 值得 看看 
1,挺不错 风景 没有 老君山 山上 开发 好多 房子 住宿 贵 
1,白马寺 位于 河南省 洛阳市 河 回族 区 白马寺 镇 国道 始建 东汉 永平 十一年 公元 年 佛教 传入 中国 兴建 第一座 官办 寺院 中国 越南 朝鲜 日本 欧美国家 释源 祖庭 白马寺 佛教 传到 朝鲜 日本 东南亚 佛教 亚洲 得到 普及 后来 进入 欧美 成为 世界各地 佛教 信徒 参拜 圣地 世纪末 日本 捐资 重修 白马寺 钟楼 并立 空海 雕像 泰国 印度 缅甸政府 相继 出资 白马寺 建造 佛殿 成为 全世界 唯一 拥有 中印 缅泰 四国 风格 佛殿 国际化 寺院 韩国 新加坡 马来西亚 均 受戒 美国 德国 加拿大 出席 该寺 方丈 升任 法会 国际化 程度 最高 寺院 白马寺 可谓 名副其实 天下第一 寺 
1,非常 漂亮 以前 去过 雾太多 天气 没有 选 
1,人类 伟大 杰出 作品 不去 知道 真 令人惊叹 
1,非常 古老 寺庙 小时候 课本 看过 现在 见到 真迹 内心 无比 激动 
1,新 媒体 不断 推介 洛阳 牡丹花 顺便 网红 景点 老君山 打卡 新景点 值得 一去 特别 十里 画屏 拍 照片 美 景区 功夫 服务 管理 有待 提高 景区 厕所 很脏 老远 刺鼻 味道 索道 管理 问题 今天 下雨天 游客 急 索道 离开 非常 拥挤 维持秩序 人员 太 少有 安全隐患 
1,千年 古刹 古香古色 带 浓重 历史 气息 
1,洛阳 古都 隋唐 兴 佛教 遗址 白马寺 云 中国 第一 古刹 尤其 第一次 洛阳 白马寺 攻略 推荐 门票 大人 元 小孩 老人 半票 个人 游玩 小时 主要 古神庙 
0,东山 石窟 基本 没 开放 
1,老君山 河南省 洛阳市 老君山 景区 近几年 河南 最后 人气 老君山 
1,好多 累 
1,不错 下次 还会 推荐 
1,位置 中国 四大 古都 神 洛阳 
1,里面 大优静 干净 一个 烧香拜佛 之地 
1,老君山 值得 推荐 
1,景色 美 夏天 最好 特别 凉快 山顶 一种 云彩 感觉 值得 地方 
1,值得 体验 一下 老君山 险峻 季节 最好 时节 遇到 最好 天气 景色 不错 体验 值得 推荐 信心 毅力 克服 恐高 关键 
0,景区 周边 老旧 居民区 环境 不太好 加上 疫情 期间 景区 关闭 
1,洛阳 古都 白马寺 香火 旺盛 
1,老君山 对得起 中国 第一 仙山 名号 确实 不虚此行 标志牌 标注 更加 清晰 更好 希望 机会 
1,实际 门票 需要 元 没有 想到 携程网 买要 元 含 导游 费元要 退票 只退 门票 导游 费退 不了 这是 明显 霸王 条款 白马寺 网站 合作 私自 搞 网络 售票 
1,好玩 爬山 累 携程 买票 太 方便 山上 吃 喝 住 非常 方便 日出 日落 看云 看雾 看山 看水 建议 
1,非常 美 云海 真的 太赞 值得 一去 
0,人山人海 打车 打车 回 酒店 西北 服务区 进入 西北 出去 东北 服务区 有路 出去 带 孩儿 千万别 选择 太太 太 
0,去过 只能 说 一般般 
1,现场 买 便宜 值得 一去 
1,真的 值得 一去 天 已经 变暖 山上 雪 没 融化 十里 画屏 真的 震撼 太美 真的 感慨 大自然 神奇 无限 魅力 
0,人山人海 天气炎热 
1,白云山 一定 夏天 过来 实在 冬天 没 夏天 避暑 特别 舒服 夏天 温度 挺 高 三里 相对 晚上 阴凉 
1,不错 值得 一去 
1,园区 分 东西 两山 节假日 没有 电瓶车 人山人海 进门 走 公里 步行街 大门 走 公里 公园 石窟 西面 石窟 一共 米 走 公里 过桥 从东山 下面 走 整个 游览 感觉 一直 走 
1,白云山 内有 险峰 奇石 万亩 原始森林 既有 九龙 瀑布 白龙 瀑布 黑龙潭 瀑布 深潭 白云洞 青蛇 洞 洞穴 放眼望去 满目 苍翠 一个 天然 氧吧 无限量 清新 空气 自然景观 外 白云山 乌曼寺 云岩寺 玉皇阁 代表 人文景观 
1,赶上 暴雨 玩 尽兴 关二爷 受 敬仰 充满 历史 故事 地方 孩子 非常 喜欢 购买 一份 电子 导览 必要 
1,真正 古建筑 奇迹 石崖 佛像 雕刻 维妙 维效 
1,龙门石窟 非常 值得 看看 震撼 
1,古都 洛阳 白马寺 千年 古刹 值得 仔细 品味 感受 汉唐 风韵 穿越时空 交集 
1,经典 不错 推荐 
1,中国 第一名 刹 值得 一游 中国 佛教 发展 更 了解 放松 心情 增长 知识 
1,里面 主要 祭拜 泰国 印度 缅甸 特色 建筑 
1,讲解 详细 深入 了解 白马寺 发现 历程 
1,值得 一去 景点 不同 季节 不同 景色 十里 一景 说 一点 不错 年初 五去 没想到 意外 惊喜 山上 雪 没 融化 整个 途中 惊险 乐在其中 值得 一去 
1,白马寺 中国 古老 寺院 值得 一去 
0,不大 景点 半小时 小时 走 完 
1,烧香拜佛 人多 热闹 武术 杂技 唱歌跳舞 唱戏 太 好玩 每年 
1,整体感 不错 追梦谷 入口 爬山 爬 山顶 沿途 景点 不错 适合 散心 爬山 中间 多次 回眸 总能 看到 风景 爬 山顶 玩 半个 小时 后起 大雾 后边 玩 风景 不了 时 山顶 风景 挺 好看 回来 走路 中景 索道 坐 索道 下山 
1,中国 第一 古刹 佛教 圣地 历史 文化 悠久 
1,中国 第一座 寺庙 佛教 气息 浓厚 后期 开发 泰国 殿 印度 殿 相结合 更上一层楼 
1,喜欢 龙门 空气清新 环境 
1,非常 值得 一去 地方 看到 传说 中以 武则天 模板 大佛 了解 一段 历史 三月底 一直 忘记 评价 景区 修建 全程 一条线 走回头路 说 石窟 介绍 牌 摆放 位置 确实 不太好 很多 里边 根本 看不清楚 想 了解 一下 百度 最后 三月 洛阳 真的 好看 五彩缤纷 繁花似锦 景区 里面 包含 香山寺 白园 值得 看一看 
1,非常 值得 一游 景区 特别 主 景区 十里 画屏 金顶 道观 群乘 第一段 来回 索道 爬山 完整 走 十里 画屏 大半天 时间 景色 美不输 张家界 一半 走 悬崖 栈道 走 栈道 大部分 美景 景区 里 住 一晚 比较 
1,悠久 一个 寺庙 美 中国 第一个 皇家 寺庙 了解 佛教 传入 中国 寺庙 中 翻译 经书 唐朝 玄奘 早 很多年 
1,龙门石窟 好久 下午 点 晚上 点 心里 满满当当 满足 卢舍那 大佛 带给 震撼 接纳 感是 地方 没有 感谢 潘利军 导游 小时 讲解 好像 最后 实际 讲 小时 赶上 亮灯 比心 幽默诙谐 情怀 感恩 遇见 专门 帮 找 遗憾 没有 买到 礼物 喜欢 洛阳人 喜欢 洛阳 这座 城市 以后 会 
1,潘导 讲解 超级 棒 迟到 辛苦 潘导 一直 检票口 还给 好多 老照片 开心 一天 
1,天气 游玩 很多 景色 感觉 挺 震撼 好多 石像 破坏 挺 可惜 西山 有种 身临其境 感觉 东山 对面 更 视野 更 宽广 龙门石窟 值得 推荐 
1,写 洛阳 不能 写 洛阳 写 华夏 写 流芳 写 千年 中华文明 璀璨 风霜 写 玉楼金 阙舞 霓裳 诗酒 华章 写 牡丹花 香写 山海 云廊 写 佳人 月 舒光 满城 熙攘 彩旗 扬写 华灯初上 飒剑 微醺 侠客 写 灯火阑珊 满目 星子 少年郎 写 中原 满是 天下 洛河 阡陌 通 四方 写 京城 犹在 盛世 安详 烟花 漫天 锦绣 未央 今夜 提笔 赞 洛阳 欲珠语 词赋 再续 继游以 诗 
1,关庙 之首 值得一看 涨 知识 开眼界 
1,圆满 龙门石窟 行 一家 三口 孩子 喜欢 历史 知识 秦新锋 老师 讲解 非常 详细 龙门石窟 了解 讲解 钱 花得 很值 选择 晚上 点进 景区 事实证明 炎热 酷暑 时间 参观 明智 选择 洛河 缕缕 凉风 吹来 舒服 秦 老师 一直 讲解 景区 清场 清场 前 最后 时刻 拍 一张 空镜 太 难得 完美 一次 龙门石窟 之旅 推荐 一次 找 讲解 好好 听听 石窟 背后 历史 传说 枉 此行 
1,不错 不错 超级 棒 地方 值得 一去 路途 远 
1,小娜 导游 讲解 非常 棒 
1,值得 一去 看一看 千年 时光 历史 积淀 佛教 信仰 力量 
1,国家 旅游 景区 当年 关羽 首级 埋葬 走进 关林 印象 最深 建筑 极具 特色 机会 一定 
1,龙门石窟 不虚此行 路过 洛阳 只为 一眼 等待 一千五 多年 微笑 景区 里 很大 很多 工作人员 随处可见 热情 卖 东西 价格 接受 
1,景色 真的 不错 门票 不贵 
1,洛阳 必去 一个 地方 淡季 肯定 好玩 假期 好多 
1,老君山 两千多年 道教 文化 历史 传说 老子 传 道德经 告别 函谷关 关令尹 喜骑 青牛 史记 记载 莫知其 所终 记载 称 老子 归隐 洛阳 景室 山即 老君山 景室 山因 老子 归隐 修炼 得名 
1,走进 老君山 真是 步步 为景 连绵起伏 群山 翻腾 云海 惟妙惟肖 景点 金光闪闪 金顶 便捷 缆车 整体 效果 寨 沟 凉爽 至极 绝对 不虚此行 携程 上定 票价 优惠 挺 机会 还会来 
1,河南 天花板 天花板 
1,值得 一去 景点 历史 故事 一定 预约 讲解 只能 走马观花 
1,夏天 太热 晒 
0,名气 大过 实质 元票 虚高元 景区 规模 性价比 
1,名气 挺大 票价 高庙 不大建 印度 泰国 庙 有点 异域 风情 
1,龙门石窟 整个 景点 很大 包括 东西 石窟 香山寺 白居易 墓 天太热 实在 没 体力 玩 景点 主要 东 石窟 有个 石窟 绝大多数 窟 里面 佛像 损毁 
1,太 寺庙 景色 不错 很多 整体 考虑 
1,夏季 白云山 棒 选择 凉爽 景色 很美 避暑 圣地 晕车 伙伴 一定 提前准备 仅 一个 小时 盘山公路 司机 玩 开心 
0,景色 超级 美 
1,山 不算 高 爬起来 不算 累 环境 挺 试试 
1,值得 一去 云海 非常 漂亮 犹如 仙境 玉皇顶 建筑 金碧辉煌 很难 想象 高 山 建造 起来 震撼 中间 坐 索道 依然 很累 完全 步行 体力 估计 会 吃不消 
1,大佛 震撼 景色 不错 
1,性价比 高元 门票 超值 非常 严重 推荐 
1,孩子 喜欢 
1,坐 两段 往返 缆车 基本 没有 感觉 累 春节 期间 人不多 玩 比较 景区 餐饮 配套 有点 跟不上 全都 小卖部 形式 好点 餐厅 没有 这方面 应该 学学 峨眉山 恩施 大峡谷 冬天 老君山 景色 个人感觉 泰山 
1,白马寺 第一 古刹 历史悠久 缅甸 泰国 印度 寺庙 建筑 
1,行 人多 索道 等待时间 太 长 
1,栾川 老君山 位于 河南省 洛阳市 栾川县 城东 公里 处 秦岭 余脉 八百里 伏牛山 主峰 海拔 米 原名 景室 山 栾川 老君山 坐落 洛阳市 栾川县 南部 海拔 米 伏牛山 三大 主峰 又名 景室 山 老君山 景区 配套 设施 完善 满足 游客 吃住行 游购 要求 购物广场 全县 共有 香菇 木耳 核桃 玉米 地方 特产 史记 中 司马迁 老子 记述 老子 骑牛 河南 鹿邑 老子 故里 河南 栾川 老君山 河南 灵宝 函谷关 陕西 周至 楼观 台 北京 白云观 专家 人士 指点 历经 两载 耀世而出 太上老君 金像 
1,其实 行 
1,性价比 高 景色 不错 有趣 好玩 总体 超赞 
1,今天 雾 很大 壮观 带 孩子 坐 索道 小家伙 特 开心 天气晴朗 一定 会 看到 更 漂亮 风景 以后 
1,洛阳龙门石窟 全国 闻名 历史悠久 值得 一游 
1,不错 学习 历史 
1,白马寺 兴建 汉代 已经 将近 两千年 历史 寺 门外 两匹 石雕 马 相传 两匹 石雕 马原 永庆 公主 驸马 右马 将军 魏咸信 墓 白马寺 住持 德结 和尚 搬迁 至此 白马寺 主要 建筑 寺院 山门 殿阁 齐云 塔院 钟鼓楼 泰式 佛殿 卧玉 佛殿 齐云塔 院内 客堂 禅房 中国 第一 古寺 值得 一观 
1,大美 老君山 人间 值得 景色 绝美 值得 二刷 地方 机会 会 
1,值得 一去 灾后 重建 里面 镇寺 之宝 罗汉 佛橱 不能 进去 千年 古寺 传承 源于 汉朝 中国 第一 寺 寺庙 里面 外国 赠送 泰国 印度 佛教 参观 元 门票 值得一看 
1,洛阳 一定 白马寺 白马寺 中国 第一 古刹 中国 佛教 祖庭 释源 之称 距今已有 多年 历史 现存 遗址 古迹 元明清 时所留 特别 要说 寺 保存 大量 元代 夹 纻 干漆 造像 三世佛 二天 十八罗汉 非常 珍贵 
0,非常 震撼 值得 历史 遗迹 时间 很多 慢慢 变化 机会 多去 看看 
1,导游 亲和力 小朋友 喜欢 
1,網上 訂票 方便 這景點 非常 值得 遊玩 雕刻 鬼斧神工 爬階梯 走路 距離 點長 停車場 入口 不近 搭元 電瓶車 走路 分鐘 
1,非常 一个 寺庙 中国 第一座 寺庙 
1,历史悠久 古刹 景色 特别 门票 
1,关林 始建 明万历 年间 清乾隆 时 扩建 现存 建筑 主要 明代 一处 保存 完整 古建筑群 关林 建筑 规格 宫殿 形式 修建 布局 严谨 壮观 庙前 戏台 中轴线 建筑 依次 大门 仪门 甬道 拜殿 大殿 二殿 三殿 石牌坊 林 碑亭 关墓 中轴线 两侧 附以 形式 相同 对称 建筑物 
1,早上 九点半 不算 特别 挺 楼梯 排队 景区 内有 导游 讲解 更 有趣 
1,非常 不错 地方 
1,国家 著名 森林公园 面积 非常 登高望远 风光秀丽 
1,真心 棒棒 哒 意义 不错 
0,佛教 传入 中国 兴建 第一座 官办 寺院 
1,风景 美如画 太漂亮 
1,一座 古老 寺庙 非常 值得 一去 门票 元 学生 岁 老人 半价 进寺 左手边 国际 佛 殿堂 属于 后建 右边 正门 白马寺 主 建筑群 正门 走时 荷花池 荷花 开 正茂 仪态万千 正门 二座 石马 现 已经 保护 起来 百度 资料 宋代 普通 马 不同 这马 看起来 温柔 和善 大门 走进 石碑 钟楼 天王殿 大佛殿 大雄殿 接引 殿 清凉 台 毗 卢阁 必然 虔诚 拜拜 走 心情 平静 脑袋 放空 昨夜 大雨 天气 非常 清新 一直 记得 百度 照片 齐云塔 国际 佛佛 殿堂 走出 荷花池 走 走过 一条 林荫 小道 看到 狄仁杰 墓 没想到 看到 一代 宰相 墓 百度 资料 确定 是否是 真正 墓地 狄仁杰 墓 后方 一座 桥 上面 写 比丘 道场 这座 桥 看到 大雄宝殿 大雄宝殿 方向 往后 看到 齐云塔 这座 塔 金代 重修 塔 齐云塔 始建 于东 汉明帝 时本称 释迦 舍利塔 毁于 战火 金大定 十五年 年 得以 重修 金修 释迦 舍利塔 四方形 密檐 式 砖塔 层高 约 米 洛阳 一带 现存 最早 金代 地面 建筑 非常 值得 一游 很多 历史 遗迹 感受 远古 现在 佛教 文 
1,洛阳 火车站 坐路车 到达 车程 约 分钟 主要 觉得 武则天 修行 感兴趣 历史 真迹 景区 面积 不小 干净 一对 宋代 石雕 马 壮观 五 重大 殿 大成殿 狄仁杰 墓 世界 佛殿 博览 区 看到 印度 缅甸 佛教 殿堂 好像 置身于 东南亚 夹 干漆 造像 齐 王塔 没 注意 看到 有点 遗憾 
0,不错 还会 
1,文化 瑰宝 值得一看 
0,关公 首级 埋葬 处 后人 评价 非常 高 三国 名将 仁义 骁勇 忠肝义胆 关公 大帝 永载 青史 
1,买票 方便使用 便利 
1,洛阳 明信片 看到 不少 名胜古迹 
1,距离 高铁 站 非常 近 方便 太 好玩 周边 住宿 餐饮 建议 一天 时间 游玩 语音 讲解 全面 
1,白马寺 走 十几分钟 转 一圈 需要 导游 细 讲 古今 订 李 美女 导游 真是 人美 学识 介绍 细致 五分 好评 爱猫 人士 最好 带点 吃 寺庙 里 小猫 厉害 很瘦 
1,说 遇到 点 小麻烦 景区 停电 造成 网络故障 携程 订票 无法 进行 网络 取票票 提前 购买 团票 携程 客服 联系 票务 中心 联系 进行 将近 一个 小时 协商 问题 总算 解决 令人高兴 本想 行程 会 有所 耽搁 全程 索道 实话 真的 省力 省心 这座 山 台阶 基本 平路 完全 爬上去 少说 六七个 小时 算 中间 吃喝 歇脚 得空 不能 坚持 估计 一半 打退堂鼓 碰见 一对 夫妇 一大早 中午 一点钟 左右 上来 中途 几乎 没有 长时间 停留 真是 佩服 特别 建议 耐力 不怎么 一定 买 往返 索道 真的 很值 特别感谢 携程 工作人员 帮 及时 认真 处理 问题 态度 热情 服务周到 老君山 真的 值得 一去 云台山 黄山 大有 一搏 景色 迷人 天气 山上 凉爽 树木 众多 山峦 环抱 带 家人 一起 心情 自然 舒畅 离开 喧闹 城市 真的 书上 所说 贴近 大自然 感觉 美极了 那一刻 真的 忘记 烦恼 忘记 忧伤 忘记 工作 压力 疲劳 呼吸 新鲜空气 欣赏 自然风光 得到 释放 朋友 感受一下 意境 尽情欢乐 
1,值 去一趟 玩玩 好玩 太累 
1,今年 没有 灯光 秀 有点 可惜 傍晚 参观 依然 感受 壮观 
1,非常 非常 
1,美 一个 地方 山顶 看到 很多 云海 简直 太美 
1,非常 值得一看 著名 伽蓝 很棒 异域 风情 大力 推荐 
1,中国 第一 古刹 世界 著名 伽蓝 位于 河南省 洛阳市 始建 东汉 永平 十一年 公元 年 佛教 传入 中国 兴建 第一座 官办 寺院 中国 越南 朝鲜 日本 欧美国家 释源 释教 发源地 祖庭 祖师 之庭 
1,不好 租用 导游 讲解 器 方便 
0,别来 怕 后悔 
1,景色 壯观險 绝对 值得 游览 
1,相当 推荐 地方 门票 里面 很大 东西 很多 物超所值 满满的 回忆 不小 异域 风情 本土 高塔 几位 老祖 
1,喜欢 三国 喜欢 关羽 喜欢 历史 过来 好好 品味 一下 
1,白马寺 分为 两个 部分 一个 汉传 佛教 寺院 一个 东南亚 寺庙 建筑群 门票 不贵 公交车 市区 直达 距离 市区 远 斜对面 牡丹园 
1,非常 值得 一游 地方 周六 游人 显得 安静 云里雾里 真的 非常 美 二个 索道 轻松 上山 十里 画廊 栈道 走 起来 舒服 象 地方 很多 上上下下 台阶 索道 有点 小贵 
1,河南 有名 寺庙 很多 历史 文化 悠久 
1,洛阳 安排 天 行程 大雾 基本 没有 看见 风景 十里 画屏 金顶 雾蒙蒙 白茫茫 一片 下山 景区 门口 登记 次 入园 第二天 进山 免 门票 索道 票 只能 一次 二次 上山 重新 购买 双层 索道 一家人 多花 多元 幸好 上天 眷顾 没 白花 这钱 看见 美景 云海 翻腾 金顶 云海 中 恍如 到达 仙境 
0,一个 适合 游玩 地方 烧香 礼佛 里面 特色 建筑 挺不错 
1,老君山 最近 下雪 冬天 老君山 夏天 完全 一个 景色 冬天 满山 雾 松 走 栈道 飘着雪 花美死 注意 保暖 
1,寒假 漂酿 
0,景区 配套 设施 不够 完善 厕所 路况 需要 改进 
0,非常 非常 震撼 
